3;1;Prepago;100;205;1;1;60;27/04/2008 07:27
6;2;Prepago;100;405;1;1;88;01/11/2007 08:11
9;3;Prepago;200;468;1;1;114;09/07/2005 15:49
12;4;Postpago;300;219;7;1;72;14/09/2006 08:23
15;5;Postpago;300;474;6;4;72;12/01/2006 11:16
18;6;Prepago;400;160;1;1;111;28/01/2008 19:14
21;7;Postpago;400;156;10;1;66;02/11/2003 08:14
24;8;Prepago;400;253;1;1;127;27/02/2001 18:41
27;9;Prepago;400;461;1;1;54;30/01/2003 19:51
30;10;Prepago;400;102;1;1;146;23/02/2008 16:17
33;11;Prepago;400;84;1;1;150;08/03/2009 08:50
36;12;Prepago;500;144;1;1;183;15/06/2004 17:10
39;13;Postpago;500;319;3;1;130;08/04/2007 21:33
42;14;Prepago;600;454;1;1;137;13/08/2004 13:59
45;15;Prepago;600;110;1;1;39;21/04/2007 08:46
48;16;Prepago;600;287;1;1;128;14/04/2002 12:33
51;17;Prepago;700;136;1;1;92;16/06/2008 21:14
54;18;Postpago;800;376;10;1;187;29/08/2009 10:47
57;19;Prepago;900;481;1;1;171;24/09/2009 10:41
60;20;Prepago;1000;252;1;1;113;01/03/2002 13:44
63;21;Prepago;1100;475;1;1;115;04/11/2004 18:29
66;22;Prepago;1100;220;1;1;30;09/09/2009 12:32
69;23;Postpago;1200;109;15;5;135;29/12/2004 18:26
72;24;Prepago;1200;102;1;1;112;05/11/2007 18:20
75;25;Prepago;1200;223;1;1;97;11/11/2009 15:57
78;26;Prepago;1200;319;1;1;130;30/08/2003 17:51
81;27;Postpago;1300;133;17;3;84;15/12/2005 09:32
84;28;Prepago;1300;172;1;1;93;21/05/2007 11:52
87;29;Prepago;1300;247;1;1;91;14/04/2004 12:43
90;30;Prepago;1300;421;1;1;136;27/10/2002 10:38
93;31;Postpago;1400;133;18;8;119;15/12/2005 09:32
96;32;Prepago;1400;291;1;1;148;29/05/2007 20:40
99;33;Prepago;1400;80;1;1;55;26/06/2005 09:07
102;34;Postpago;1400;103;6;1;93;19/02/2005 13:44
105;35;Postpago;1500;133;17;5;144;15/12/2005 09:32
108;36;Postpago;1600;133;18;8;142;15/12/2005 09:32
111;37;Prepago;1600;329;1;1;62;16/10/2008 20:41
114;38;Postpago;1700;133;17;6;121;15/12/2005 09:32
117;39;Prepago;1700;143;1;1;95;19/03/2004 14:09
120;40;Prepago;1700;98;1;1;93;26/02/2006 10:09
123;41;Postpago;1800;133;16;3;5;15/12/2005 09:32
126;42;Prepago;1800;52;1;1;179;05/07/2001 20:12
129;43;Prepago;1800;317;1;1;109;24/06/2005 14:14
132;44;Postpago;1900;133;16;2;84;15/12/2005 09:32
135;45;Prepago;1900;19;1;1;59;24/11/2001 07:04
138;46;Prepago;1900;80;1;1;74;22/08/2001 18:22
141;47;Prepago;1900;408;1;1;14;12/04/2002 17:48
144;48;Prepago;1900;114;1;1;120;27/06/2001 18:00
147;49;Prepago;1900;469;1;1;177;31/01/2006 20:16
150;50;Postpago;2000;133;16;4;143;15/12/2005 09:32
153;51;Prepago;2000;397;1;1;183;23/09/2007 14:32
156;52;Prepago;2000;387;1;1;87;24/11/2003 14:17
159;53;Postpago;2000;22;14;4;91;08/07/2006 20:26
162;54;Prepago;2000;367;1;1;46;13/01/2009 20:38
165;55;Postpago;2100;133;18;8;147;15/12/2005 09:32
168;56;Prepago;2100;320;1;1;51;03/04/2002 14:35
171;57;Prepago;2100;390;1;1;31;29/06/2008 08:00
174;58;Postpago;2100;111;9;8;30;12/05/2006 17:51
177;59;Postpago;2200;133;17;5;119;15/12/2005 09:32
180;60;Prepago;2200;434;1;1;13;08/07/2008 18:51
183;61;Prepago;2300;466;1;1;5;25/02/2006 14:30
186;62;Postpago;2300;299;2;1;58;19/02/2005 13:47
189;63;Postpago;2400;322;18;7;119;04/07/2006 17:51
192;64;Prepago;2400;39;1;1;42;06/04/2007 07:43
195;65;Postpago;2500;322;18;7;147;04/07/2006 17:51
198;66;Prepago;2500;141;1;1;120;18/11/2008 18:56
201;67;Postpago;2600;322;16;3;1;04/07/2006 17:51
204;68;Prepago;2600;351;1;1;87;09/07/2001 12:31
207;69;Prepago;2600;445;1;1;57;13/11/2001 16:42
210;70;Postpago;2700;322;17;7;85;04/07/2006 17:51
213;71;Prepago;2700;49;1;1;115;08/09/2002 19:27
216;72;Prepago;2700;398;1;1;137;02/11/2004 16:33
219;73;Postpago;2800;322;16;8;82;04/07/2006 17:51
222;74;Prepago;2800;252;1;1;21;26/10/2009 16:06
225;75;Prepago;2800;246;1;1;125;02/08/2005 09:10
228;76;Prepago;2800;477;1;1;86;13/10/2004 09:39
231;77;Postpago;2900;322;17;3;5;04/07/2006 17:51
234;78;Prepago;2900;450;1;1;70;01/08/2005 11:00
237;79;Prepago;2900;248;1;1;180;08/01/2007 16:30
240;80;Prepago;2900;500;1;1;27;21/04/2007 09:42
243;81;Postpago;3000;322;18;9;5;04/07/2006 17:51
246;82;Prepago;3000;316;1;1;6;04/10/2004 08:21
249;83;Postpago;3000;26;11;2;38;07/01/2003 07:27
252;84;Prepago;3000;121;1;1;112;04/08/2004 10:18
255;85;Postpago;3100;322;17;5;82;04/07/2006 17:51
258;86;Postpago;3100;123;10;8;161;24/06/2009 11:35
261;87;Postpago;3100;174;2;1;86;22/09/2008 20:56
264;88;Postpago;3200;322;16;7;146;04/07/2006 17:51
267;89;Prepago;3200;327;1;1;95;06/02/2002 19:38
270;90;Postpago;3300;322;18;7;5;04/07/2006 17:51
273;91;Postpago;3300;209;11;1;105;05/11/2002 21:47
276;92;Postpago;3300;315;13;1;29;09/05/2002 07:03
279;93;Prepago;3300;364;1;1;110;18/02/2008 08:19
282;94;Postpago;3400;322;18;5;85;04/07/2006 17:51
285;95;Prepago;3400;351;1;1;156;14/10/2003 19:42
288;96;Postpago;3400;112;15;9;86;15/07/2003 14:50
291;97;Postpago;3500;322;17;3;120;04/07/2006 17:51
294;98;Postpago;3500;15;4;1;184;21/10/2007 08:55
297;99;Postpago;3500;58;11;3;130;15/10/2001 14:35
300;100;Prepago;3500;121;1;1;62;15/08/2009 14:13
303;101;Postpago;3600;322;17;3;1;04/07/2006 17:51
306;102;Prepago;3600;203;1;1;38;03/03/2007 17:11
309;103;Postpago;3700;322;17;8;120;04/07/2006 17:51
312;104;Prepago;3700;137;1;1;23;02/02/2003 21:24
315;105;Prepago;3700;104;1;1;130;05/02/2005 15:48
318;106;Prepago;3700;441;1;1;93;14/04/2005 09:35
321;107;Postpago;3800;322;16;9;147;04/07/2006 17:51
324;108;Prepago;3800;442;1;1;181;21/11/2007 15:17
327;109;Prepago;3800;173;1;1;116;20/05/2003 10:02
330;110;Postpago;3900;322;17;6;82;04/07/2006 17:51
333;111;Postpago;3900;365;15;1;62;26/11/2004 16:24
336;112;Postpago;3900;320;2;4;134;09/12/2001 17:20
339;113;Prepago;4000;119;1;1;126;24/06/2005 07:00
342;114;Postpago;4000;264;10;4;92;29/10/2003 09:31
345;115;Prepago;4100;93;1;1;39;27/11/2007 08:07
348;116;Prepago;4100;423;1;1;111;03/01/2001 11:54
351;117;Prepago;4100;425;1;1;147;22/01/2004 08:50
354;118;Postpago;4100;85;6;1;128;21/02/2005 21:06
357;119;Prepago;4200;125;1;1;136;05/02/2005 18:47
360;120;Prepago;4200;79;1;1;67;03/01/2004 13:34
363;121;Postpago;4300;397;16;2;2;26/10/2007 16:27
366;122;Prepago;4300;211;1;1;136;23/04/2006 20:59
369;123;Postpago;4400;397;16;3;4;26/10/2007 16:27
372;124;Prepago;4400;227;1;1;22;16/06/2001 17:48
375;125;Prepago;4400;416;1;1;63;23/04/2008 11:36
378;126;Prepago;4400;28;1;1;87;19/02/2006 14:02
381;127;Postpago;4500;397;17;9;118;26/10/2007 16:27
384;128;Postpago;4500;362;13;9;183;08/12/2009 20:33
387;129;Postpago;4600;397;17;9;83;26/10/2007 16:27
390;130;Postpago;4700;397;16;2;2;26/10/2007 16:27
393;131;Postpago;4700;161;11;7;58;17/07/2005 13:41
396;132;Prepago;4700;252;1;1;181;08/06/2002 20:59
399;133;Prepago;4700;166;1;1;137;11/06/2002 10:00
402;134;Prepago;4700;434;1;1;38;12/07/2009 20:21
405;135;Postpago;4800;397;18;9;121;26/10/2007 16:27
408;136;Prepago;4800;359;1;1;114;23/06/2005 17:01
411;137;Postpago;4800;7;7;6;114;11/01/2004 10:48
414;138;Postpago;4900;397;16;3;120;26/10/2007 16:27
417;139;Prepago;4900;274;1;1;92;07/07/2006 13:47
420;140;Prepago;4900;49;1;1;109;31/10/2009 10:59
423;141;Prepago;4900;168;1;1;53;18/06/2008 18:18
426;142;Prepago;4900;386;1;1;87;31/10/2002 16:01
429;143;Prepago;4900;376;1;1;38;22/06/2008 17:24
432;144;Prepago;4900;135;1;1;108;31/12/2005 19:23
435;145;Postpago;5000;397;18;1;146;26/10/2007 16:27
438;146;Prepago;5000;339;1;1;59;19/08/2004 21:43
441;147;Prepago;5000;215;1;1;106;15/04/2009 16:12
444;148;Postpago;5000;167;5;1;37;05/11/2002 21:09
447;149;Postpago;5100;397;17;8;3;26/10/2007 16:27
450;150;Prepago;5100;221;1;1;29;25/01/2007 18:04
453;151;Postpago;5100;82;3;1;61;10/05/2006 15:48
456;152;Postpago;5100;406;2;1;125;22/07/2006 16:20
459;153;Postpago;5200;397;16;9;147;26/10/2007 16:27
462;154;Postpago;5300;397;16;2;119;26/10/2007 16:27
465;155;Prepago;5300;440;1;1;94;06/09/2003 20:58
468;156;Postpago;5300;123;5;1;30;13/09/2008 21:17
471;157;Prepago;5300;193;1;1;26;31/10/2001 20:29
474;158;Postpago;5300;282;9;8;61;05/10/2005 12:33
477;159;Prepago;5300;58;1;1;95;28/06/2002 15:48
480;160;Prepago;5300;87;1;1;153;10/11/2006 15:13
483;161;Postpago;5400;397;18;3;84;26/10/2007 16:27
486;162;Prepago;5400;10;1;1;2;28/08/2003 20:28
489;163;Postpago;5500;397;18;7;82;26/10/2007 16:27
492;164;Postpago;5500;350;13;1;1;05/04/2006 14:46
495;165;Postpago;5600;397;16;3;82;26/10/2007 16:27
498;166;Postpago;5700;397;17;4;85;26/10/2007 16:27
501;167;Postpago;5700;315;12;1;6;07/08/2006 19:03
504;168;Postpago;5800;397;17;2;84;26/10/2007 16:27
507;169;Prepago;5800;51;1;1;28;05/04/2007 20:46
510;170;Postpago;5900;397;18;3;4;26/10/2007 16:27
513;171;Postpago;5900;296;5;1;106;14/08/2005 18:03
516;172;Prepago;5900;58;1;1;131;13/11/2002 09:58
519;173;Postpago;6000;397;17;2;5;26/10/2007 16:27
522;174;Prepago;6000;123;1;1;34;05/01/2003 19:37
525;175;Postpago;6000;21;8;1;96;19/01/2006 15:47
528;176;Postpago;6100;397;17;8;2;26/10/2007 16:27
531;177;Postpago;6100;309;12;8;111;26/04/2006 21:21
534;178;Postpago;6200;397;17;9;85;26/10/2007 16:27
537;179;Prepago;6200;26;1;1;134;22/10/2004 12:15
540;180;Postpago;6300;397;17;9;3;26/10/2007 16:27
543;181;Prepago;6300;362;1;1;84;27/08/2002 09:32
546;182;Prepago;6300;232;1;1;111;21/06/2004 18:53
549;183;Prepago;6300;18;1;1;133;11/04/2006 16:48
552;184;Postpago;6400;397;16;7;143;26/10/2007 16:27
555;185;Postpago;6400;234;6;1;171;17/01/2004 18:44
558;186;Prepago;6500;209;1;1;89;14/03/2008 08:47
561;187;Prepago;6500;343;1;1;138;20/09/2009 12:25
564;188;Prepago;6600;66;1;1;147;01/11/2003 17:01
567;189;Prepago;6600;405;1;1;134;19/01/2003 10:59
570;190;Prepago;6700;407;1;1;134;24/04/2005 11:20
573;191;Prepago;6700;100;1;1;10;14/07/2002 15:38
576;192;Postpago;6700;71;7;1;127;23/11/2005 14:27
579;193;Prepago;6700;486;1;1;67;13/05/2003 12:13
582;194;Prepago;6700;4;1;1;133;10/07/2005 18:14
585;195;Prepago;6800;142;1;1;113;03/04/2004 13:41
588;196;Prepago;6800;405;1;1;57;27/10/2003 12:06
591;197;Prepago;6800;174;1;1;164;12/06/2009 16:01
594;198;Prepago;6900;58;1;1;155;05/11/2007 17:06
597;199;Postpago;6900;195;7;1;38;20/04/2003 18:19
600;200;Prepago;6900;425;1;1;116;19/05/2009 08:58
603;201;Postpago;7000;7;18;4;144;12/03/2006 08:38
606;202;Prepago;7000;243;1;1;33;07/08/2009 17:56
609;203;Prepago;7000;424;1;1;87;02/02/2002 11:40
612;204;Postpago;7000;410;13;8;56;15/01/2005 20:59
615;205;Postpago;7100;7;18;8;3;12/03/2006 08:38
618;206;Prepago;7100;441;1;1;146;23/08/2008 21:33
621;207;Prepago;7100;112;1;1;181;30/04/2001 16:07
624;208;Postpago;7100;192;2;6;130;03/08/2008 20:19
627;209;Prepago;7100;63;1;1;152;16/02/2008 21:48
630;210;Postpago;7200;7;17;7;143;12/03/2006 08:38
633;211;Postpago;7200;291;4;4;132;30/04/2001 13:20
636;212;Postpago;7300;7;16;9;146;12/03/2006 08:38
639;213;Postpago;7300;104;12;1;102;29/10/2006 13:09
642;214;Prepago;7300;138;1;1;76;30/04/2004 17:30
645;215;Prepago;7300;249;1;1;59;21/09/2004 20:26
648;216;Postpago;7400;7;18;8;118;12/03/2006 08:38
651;217;Prepago;7400;120;1;1;127;30/11/2002 08:40
654;218;Prepago;7400;12;1;1;109;23/01/2008 13:44
657;219;Prepago;7400;385;1;1;134;28/10/2009 20:28
660;220;Prepago;7400;263;1;1;149;11/04/2005 14:30
663;221;Postpago;7500;7;17;9;117;12/03/2006 08:38
666;222;Prepago;7500;136;1;1;66;16/10/2002 09:07
669;223;Prepago;7500;470;1;1;64;08/03/2004 12:29
672;224;Postpago;7600;7;18;7;144;12/03/2006 08:38
675;225;Postpago;7700;7;18;7;1;12/03/2006 08:38
678;226;Prepago;7700;385;1;1;55;03/03/2001 08:05
681;227;Postpago;7800;7;16;1;3;12/03/2006 08:38
684;228;Prepago;7800;68;1;1;130;17/11/2006 11:36
687;229;Prepago;7800;89;1;1;181;16/05/2001 18:23
690;230;Postpago;7900;7;18;5;4;12/03/2006 08:38
693;231;Postpago;7900;193;15;9;59;20/06/2008 10:31
696;232;Prepago;7900;306;1;1;21;07/06/2008 21:51
699;233;Postpago;8000;7;17;2;117;12/03/2006 08:38
702;234;Prepago;8000;364;1;1;108;19/07/2008 09:19
705;235;Prepago;8000;368;1;1;131;11/07/2006 14:45
708;236;Postpago;8000;181;5;7;93;01/11/2003 10:18
711;237;Postpago;8100;7;18;9;145;12/03/2006 08:38
714;238;Prepago;8100;69;1;1;25;13/03/2007 21:59
717;239;Prepago;8100;336;1;1;11;14/12/2003 19:32
720;240;Postpago;8200;7;17;3;5;12/03/2006 08:38
723;241;Prepago;8200;293;1;1;125;30/04/2008 18:36
726;242;Postpago;8300;7;17;3;5;12/03/2006 08:38
729;243;Postpago;8400;7;18;1;2;12/03/2006 08:38
732;244;Prepago;8400;58;1;1;159;15/02/2003 12:24
735;245;Postpago;8500;7;16;5;1;12/03/2006 08:38
738;246;Prepago;8500;11;1;1;112;20/07/2006 12:12
741;247;Prepago;8500;255;1;1;74;21/02/2006 07:53
744;248;Prepago;8500;12;1;1;68;25/11/2007 17:54
747;249;Prepago;8500;383;1;1;30;28/05/2005 20:50
750;250;Prepago;8500;99;1;1;91;06/11/2004 18:11
753;251;Postpago;8600;7;17;5;120;12/03/2006 08:38
756;252;Prepago;8600;314;1;1;109;28/03/2003 18:35
759;253;Postpago;8600;310;9;7;118;28/08/2005 14:38
762;254;Postpago;8600;183;3;1;175;26/10/2004 15:15
765;255;Postpago;8700;7;17;3;145;12/03/2006 08:38
768;256;Prepago;8700;359;1;1;108;17/02/2001 12:14
771;257;Postpago;8800;7;16;4;146;12/03/2006 08:38
774;258;Prepago;8800;145;1;1;57;26/04/2008 13:59
777;259;Postpago;8900;7;16;2;85;12/03/2006 08:38
780;260;Prepago;8900;323;1;1;53;06/12/2007 16:52
783;261;Postpago;8900;63;7;6;97;10/02/2002 07:49
786;262;Prepago;8900;143;1;1;90;13/08/2001 10:52
789;263;Postpago;9000;7;16;7;3;12/03/2006 08:38
792;264;Postpago;9000;229;8;1;30;06/11/2003 17:36
795;265;Postpago;9000;348;12;1;42;19/06/2009 09:25
798;266;Postpago;9100;7;17;4;1;12/03/2006 08:38
801;267;Postpago;9100;241;14;1;155;09/09/2007 19:45
804;268;Postpago;9100;276;4;1;57;20/11/2009 20:46
807;269;Postpago;9200;7;17;9;6;12/03/2006 08:38
810;270;Postpago;9300;7;17;5;147;12/03/2006 08:38
813;271;Postpago;9300;215;7;1;93;04/10/2003 17:47
816;272;Postpago;9300;324;10;5;62;07/10/2009 08:27
819;273;Prepago;9300;102;1;1;111;07/08/2006 17:03
822;274;Postpago;9400;7;17;3;117;12/03/2006 08:38
825;275;Prepago;9400;286;1;1;109;03/10/2005 13:38
828;276;Postpago;9500;7;16;5;3;12/03/2006 08:38
831;277;Prepago;9500;391;1;1;27;03/09/2006 07:17
834;278;Postpago;9600;7;18;9;147;12/03/2006 08:38
837;279;Prepago;9600;365;1;1;134;02/05/2008 15:32
